symbol,asset_class,amount,price,buy_or_sell,date,id,Accumulated_Securities,Avg_Moving_Price,Taxable_Amount
OXY-220318P00029000,OPT,-1.0,233.9844,SELL,2021-12-31,302502862,-1,233.9844,0.0
