symbol,amount,price,buy_or_sell,date
EUR.PLN,1249.2,0.21744,BUY,2021-12-07
EUR.PLN,1165.92,0.21744,BUY,2021-12-07
EUR.PLN,2040.3600000000001,0.21744,BUY,2021-12-07
EUR.PLN,3581.04,0.21744,BUY,2021-12-07
EUR.PLN,999.36,0.21744,BUY,2021-12-07
EUR.PLN,1707.24,0.21744,BUY,2021-12-07
EUR.PLN,1748.88,0.21744,BUY,2021-12-07
